,cleaned_label,description,domain,id,range,superproperty
1522,minimum elevation,minimum elevation above the sea level,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/minimumElevation,['http://www.w3.org/2001/XMLSchema#double'],
1523,minimum inclination,,['http://dbpedia.org/ontology/LaunchPad'],http://dbpedia.org/ontology/minimumInclination,['http://www.w3.org/2001/XMLSchema#float'],
1524,minimum temperature,,['http://dbpedia.org/ontology/Planet'],http://dbpedia.org/ontology/minimumTemperature,['http://www.w3.org/2001/XMLSchema#double'],
1525,minister,,,http://dbpedia.org/ontology/minister,['http://dbpedia.org/ontology/Politician'],
1526,minority,,['http://dbpedia.org/ontology/Settlement'],http://dbpedia.org/ontology/minority,['http://dbpedia.org/ontology/Group'],
1527,minority floor leader,number of office holder,,http://dbpedia.org/ontology/minorityFloorLeader,['http://www.w3.org/2001/XMLSchema#integer'],
1528,minority leader,number of office holder,,http://dbpedia.org/ontology/minorityLeader,['http://www.w3.org/2001/XMLSchema#integer'],
1529,mir dockings,,['http://dbpedia.org/ontology/SpaceShuttle'],http://dbpedia.org/ontology/mirDockings,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1530,mission,,,http://dbpedia.org/ontology/mission,['http://dbpedia.org/ontology/SpaceMission'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn']
1531,mission duration,,['http://dbpedia.org/ontology/SpaceMission'],http://dbpedia.org/ontology/missionDuration,['http://www.w3.org/2001/XMLSchema#double'],
1532,missions,,['http://dbpedia.org/ontology/SpaceShuttle'],http://dbpedia.org/ontology/missions,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1533,model,,['http://dbpedia.org/ontology/Sales'],http://dbpedia.org/ontology/model,['http://www.w3.org/2001/XMLSchema#string'],
1534,model end date,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/modelEndDate,['http://www.w3.org/2001/XMLSchema#date'],
1535,model end year,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/modelEndYear,['http://www.w3.org/2001/XMLSchema#gYear'],
1536,model line vehicle,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/modelLineVehicle,['http://www.w3.org/2001/XMLSchema#string'],
1537,model start date,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/modelStartDate,['http://www.w3.org/2001/XMLSchema#date'],
1538,model start year,,['http://dbpedia.org/ontology/MeanOfTransportation'],http://dbpedia.org/ontology/modelStartYear,['http://www.w3.org/2001/XMLSchema#gYear'],
1539,molar mass,,['http://dbpedia.org/ontology/ChemicalSubstance'],http://dbpedia.org/ontology/molarMass,['http://www.w3.org/2001/XMLSchema#double'],['http://dbpedia.org/ontology/mass']
1540,molecular weight,,['http://dbpedia.org/ontology/ChemicalSubstance'],http://dbpedia.org/ontology/molecularWeight,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1541,monarch,,,http://dbpedia.org/ontology/monarch,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
1542,month,,,http://dbpedia.org/ontology/month,['http://www.w3.org/2001/XMLSchema#string'],
1543,mood,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/mood,['http://www.w3.org/2001/XMLSchema#string'],
1544,most down point,,['http://dbpedia.org/ontology/NorwaySettlement'],http://dbpedia.org/ontology/mostDownPoint,['http://dbpedia.org/ontology/Place'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasPart']
1545,most successful player,"the best player in a certain sport competition. E.g, in a football competition, the player that scored more goals.",['http://dbpedia.org/ontology/SportsEvent'],http://dbpedia.org/ontology/mostSuccessfulPlayer,['http://dbpedia.org/ontology/Athlete'],
1546,most wins,,['http://dbpedia.org/ontology/Race'],http://dbpedia.org/ontology/mostWins,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
1547,mother,,['http://dbpedia.org/ontology/Woman'],http://dbpedia.org/ontology/mother,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
1548,motive,,['http://dbpedia.org/ontology/Criminal'],http://dbpedia.org/ontology/motive,['http://www.w3.org/2001/XMLSchema#string'],
1549,motto,,,http://dbpedia.org/ontology/motto,['http://www.w3.org/2001/XMLSchema#string'],
1550,mount,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/mount,['http://www.w3.org/2001/XMLSchema#string'],
1551,mountain range,,['http://dbpedia.org/ontology/Mountain'],http://dbpedia.org/ontology/mountainRange,['http://dbpedia.org/ontology/MountainRange'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
1552,mouth country,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthCountry,['http://dbpedia.org/ontology/Country'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1553,mouth district,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthDistrict,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1554,mouth elevation,,,http://dbpedia.org/ontology/mouthElevation,['http://www.w3.org/2001/XMLSchema#double'],
1555,mouth mountain,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthMountain,['http://dbpedia.org/ontology/Mountain'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1556,mouth place,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthPlace,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1557,mouth position,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthPosition,['http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1558,mouth region,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthRegion,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1559,mouth state,,['http://dbpedia.org/ontology/River'],http://dbpedia.org/ontology/mouthState,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1560,movement,artistic movement or school with which artist is associated,['http://dbpedia.org/ontology/Artist'],http://dbpedia.org/ontology/movement,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf']
1561,movie,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/movie,['http://dbpedia.org/ontology/Film'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isParticipantIn']
1562,mukhtar,,['http://dbpedia.org/ontology/LebanonSettlement'],http://dbpedia.org/ontology/mukhtar,['http://www.w3.org/2001/XMLSchema#string'],
1563,municipality,,,http://dbpedia.org/ontology/municipality,['http://dbpedia.org/ontology/PopulatedPlace'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isPartOf']
1564,municipality absorbed by,,['http://dbpedia.org/ontology/FormerMunicipality'],http://dbpedia.org/ontology/municipalityAbsorbedBy,['http://dbpedia.org/ontology/Municipality'],
1565,municipality code,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/municipalityCode,['http://www.w3.org/2001/XMLSchema#string'],
1566,municipality renamed to,,['http://dbpedia.org/ontology/Municipality'],http://dbpedia.org/ontology/municipalityRenamedTo,['http://www.w3.org/2001/XMLSchema#string'],
1567,municipality type,,['http://dbpedia.org/ontology/Municipality'],http://dbpedia.org/ontology/municipalityType,['http://www.w3.org/2001/XMLSchema#string'],
1568,museum,,['http://dbpedia.org/ontology/Artwork'],http://dbpedia.org/ontology/museum,['http://dbpedia.org/ontology/Museum'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasLocation']
1569,museum type,"This property has been added  because 'buildingType' is much more about the place, whereas 'museumType' is about the way the place is being (or:was) used",['http://dbpedia.org/ontology/Museum'],http://dbpedia.org/ontology/museumType,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy']
1570,music band,,['http://dbpedia.org/ontology/MusicalArtist'],http://dbpedia.org/ontology/musicBand,['http://dbpedia.org/ontology/Band'],
1571,music brainz artist id,MusicBrainz artist. Applies to artists,,http://dbpedia.org/ontology/musicBrainzArtistId,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/code']
1572,music by,,['http://dbpedia.org/ontology/Musical'],http://dbpedia.org/ontology/musicBy,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1573,music composer,,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/musicComposer,['http://dbpedia.org/ontology/MusicalArtist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1574,music format,"The format of the album: EP, Single etc.",['http://dbpedia.org/ontology/Album'],http://dbpedia.org/ontology/musicFormat,['http://www.w3.org/2001/XMLSchema#string'],
1575,music fusion genre,,['http://dbpedia.org/ontology/MusicGenre'],http://dbpedia.org/ontology/musicFusionGenre,['http://dbpedia.org/ontology/MusicGenre'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#overlaps']
1576,music subgenre,,['http://dbpedia.org/ontology/MusicGenre'],http://dbpedia.org/ontology/musicSubgenre,['http://dbpedia.org/ontology/MusicGenre'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isSpecializedBy']
1577,music type,Type is too general. We should be able to distinguish types of music from types of architecture,['http://dbpedia.org/ontology/MusicalWork'],http://dbpedia.org/ontology/musicType,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isClassifiedBy']
1578,musical artist,,['http://dbpedia.org/ontology/Single'],http://dbpedia.org/ontology/musicalArtist,['http://dbpedia.org/ontology/MusicalArtist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1579,musical band,,['http://dbpedia.org/ontology/Single'],http://dbpedia.org/ontology/musicalBand,['http://dbpedia.org/ontology/Band'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1580,musical key,,['http://dbpedia.org/ontology/MusicalWork'],http://dbpedia.org/ontology/musicalKey,['http://www.w3.org/2001/XMLSchema#string'],
1581,musicians,,['http://dbpedia.org/ontology/Instrument'],http://dbpedia.org/ontology/musicians,['http://dbpedia.org/ontology/MusicalArtist'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1582,mute character in play,Name of a mute character in play.,['http://dbpedia.org/ontology/Play'],http://dbpedia.org/ontology/muteCharacterInPlay,['http://www.w3.org/2001/XMLSchema#string'],['http://dbpedia.org/ontology/characterInPlay']
1583,mvp,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/mvp,['http://www.w3.org/2001/XMLSchema#string'],
1584,mythology,,['http://dbpedia.org/ontology/MythologicalFigure'],http://dbpedia.org/ontology/mythology,,
1585,naacp image award,,['http://dbpedia.org/ontology/Actor'],http://dbpedia.org/ontology/naacpImageAward,['http://dbpedia.org/ontology/Award'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1586,name,,,http://dbpedia.org/ontology/name,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],
1587,name as of,,,http://dbpedia.org/ontology/nameAsOf,['http://www.w3.org/2001/XMLSchema#gYear'],
1588,name day,,['http://dbpedia.org/ontology/GivenName'],http://dbpedia.org/ontology/nameDay,['http://www.w3.org/2001/XMLSchema#date'],
1589,name in cantonese chinese,,,http://dbpedia.org/ontology/nameInCantoneseChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1590,name in hangul korean,,,http://dbpedia.org/ontology/nameInHangulKorean,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1591,name in hanja korean,,,http://dbpedia.org/ontology/nameInHanjaKorean,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1592,name in japanese,,,http://dbpedia.org/ontology/nameInJapanese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1593,name in mindongyu chinese,,,http://dbpedia.org/ontology/nameInMindongyuChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1594,name in minnanyu chinese,,,http://dbpedia.org/ontology/nameInMinnanyuChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1595,name in pinyin chinese,,,http://dbpedia.org/ontology/nameInPinyinChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1596,name in simplified chinese,,,http://dbpedia.org/ontology/nameInSimplifiedChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1597,name in traditional chinese,,,http://dbpedia.org/ontology/nameInTraditionalChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1598,name in wade giles chinese,,,http://dbpedia.org/ontology/nameInWadeGilesChinese,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],['http://dbpedia.org/ontology/name']
1599,named after,,,http://dbpedia.org/ontology/namedAfter,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#sameSettingAs']
1600,named by language,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/namedByLanguage,['http://dbpedia.org/ontology/Place'],
1601,names,,['http://dbpedia.org/ontology/Openswarm'],http://dbpedia.org/ontology/names,['http://www.w3.org/1999/02/22-rdf-syntax-ns#langString'],
1602,narrator,,['http://dbpedia.org/ontology/Work'],http://dbpedia.org/ontology/narrator,['http://dbpedia.org/ontology/Person'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1603,nation,,['http://dbpedia.org/ontology/PopulatedPlace'],http://dbpedia.org/ontology/nation,['http://www.w3.org/2001/XMLSchema#string'],
1604,national affiliation,,['http://dbpedia.org/ontology/PoliticalParty'],http://dbpedia.org/ontology/nationalAffiliation,,
1605,national championship,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/nationalChampionship,['http://www.w3.org/2001/XMLSchema#string'],
1606,national film award,,['http://dbpedia.org/ontology/Actor'],http://dbpedia.org/ontology/nationalFilmAward,['http://dbpedia.org/ontology/Award'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#coparticipatesWith']
1607,national olympic committee,,['http://dbpedia.org/ontology/OlympicResult'],http://dbpedia.org/ontology/nationalOlympicCommittee,,['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#hasParticipant']
1608,national ranking,,['http://dbpedia.org/ontology/EducationalInstitution'],http://dbpedia.org/ontology/nationalRanking,['http://www.w3.org/2001/XMLSchema#positiveInteger'],
1609,national selection,,['http://dbpedia.org/ontology/Agent'],http://dbpedia.org/ontology/nationalSelection,,
1610,national team,,['http://dbpedia.org/ontology/Athlete'],http://dbpedia.org/ontology/nationalTeam,['http://dbpedia.org/ontology/SportsTeam'],['http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#isMemberOf']
1611,national team match point,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTeamMatchPoint,['http://www.w3.org/2001/XMLSchema#string'],
1612,national team year,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTeamYear,['http://www.w3.org/2001/XMLSchema#string'],
1613,national topographic system map number,,['http://dbpedia.org/ontology/Place'],http://dbpedia.org/ontology/nationalTopographicSystemMapNumber,['http://www.w3.org/2001/XMLSchema#string'],
1614,national tournament,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTournament,['http://dbpedia.org/ontology/Tournament'],
1615,national tournament bronze,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTournamentBronze,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1616,national tournament gold,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTournamentGold,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1617,national tournament silver,,['http://dbpedia.org/ontology/Person'],http://dbpedia.org/ontology/nationalTournamentSilver,['http://www.w3.org/2001/XMLSchema#nonNegativeInteger'],
1618,national years,,['http://dbpedia.org/ontology/SoccerPlayer'],http://dbpedia.org/ontology/nationalYears,['http://www.w3.org/2001/XMLSchema#gYear'],
